comment_id;comment
485;Заблокировали перевод на карту при обычной сумме.
486;Чувствуется забота о клиенте. Редко встречаю такой сервис.
487;Заблокировали оплату коммуналки как будто без причины.
488;ничего особенного, но пользоваться можно.
489;Нравится, что безопасность не мешает пользоваться сервисом. Никакого дискомфорта не вызывает.
490;Заблокировали платёж по ЪР даже без предупреждения.
491;Процесс подтверждения всегда своевременный и прозрачный. Баланс между удобством и безопасностью хороший.
492;С мелкими суммами проверяет строжне, чем с крупными. Хотелось бы меньше лишних шагов.
493;Помогли быстро решить вопрос. Объяснили спокойно и понятно.
494;не ожидал, что всё будет так быстро все прошло без проблем.
495;Постоянные сообщения мешают. Особенно вечером это утомляет.
496;Подтверждение операций устроено логично. Так и должно работать.
497;Код приходит с задержкой. Хотелось бы меньше лишних шагов.
498;Сотрудники всё вежливо объяснили. Объяснили спокойно и понятно.
499;Сработало быстрее, чем обычно Даже не успел начать переживать.
500;Все хорошо работает, интерфейс удобный.
501;Проверка срабатывает там, где это не нужно. Такой сценарий только раздражает.
502;После обращения проблему закрыли в тот же день. Осталось хорошее впечатление.
503;Сработало быстрее, чем обычно Все прошло без проблем.
504;Сообщения приходят слишком часто. Особенно вечером это утомляет.
505;Заблокировали оплату подписки в конце рабочего дня.
506;Подтверждение операций устроено логично. Никакого дискомфорта не вызывает.
507;Очень быстро обработали платёж Даже не успел начать переживать.
508;После обращения проблему закрыли в тот же день. Вопрос решили без лишних переводов.
509;Сотрудники всё вежливо объяснили. Вопрос решили без лишних переводов.
510;Лишние уведомления только раздражают. Особенно вечером это утомляет.
511;Заблокировали оплату мобильной связи хотя сумма была небольшой.
512;Все хорошо работает, для меня это большой плюс.
513;Подтверждение пришло почти сразу Даже не успел начать переживать.
514;отлично
515;Слишком долгое подтверждение операции. Такой сценарий только раздражает.
516;Заблокировали операцию оплаты и никто не пояснил почему.
517;Скорость приятно удивила Все прошло без проблем...
518;Процесс понятный, поддержка отвечает быстро.
519;Спасибо большое сотрудникам Сбербанка. Вопрос решили без лишних переводов.
520;Заблокировали снятие наличных хотя сумма была небольшой.
521;Слишком много уведомлений. Хотелось бы самому настроить частоту.
522;Подтверждение пришло почти сразу Операция завершилась с первого раза.
523;Не ожидал, что всё будет так быстро Операция завершилась с первого раза.
524;ничего особенного, но пользоваться можно.
525;Заблокировали оплату мобильной связи в самый неподходящий момент.
526;Приятно удивлён, пользоваться комфортно.
527;Идея отличная, но уведомлений многовато. Если это поправить, будет отлично.
528;алгоритм подтверждения выглядит странно. приходится ждать и повторять попытку.
529;Думал операция займёт много времени, но прошла мгновенно Операция завершилась с первого раза.
530;идея отличная, но алгоритм проверки хотелось бы понятнее. пока это главный минус.
531;Лишние уведомления только раздражают. Из-за этого хочется отключить пуши совсем.
532;Заблокировали пополнение карты без объяснения причины.
533;Слишком много уведомлений. Из-за этого хочется отключить пуши совсем.
534;Заблокировали перевод на карту хотя раньше всё проходило.
535;В целом сервис хороший, но бывают странные остановки операций. Остальное меня устраивает.
536;Заблокировали перевод на карту хотя раньше всё проходило.
537;Постоянные сообщения мешают. Особенно вечером это утомляет...
538;Заблокировали перевод на карту на ровном месте.
539;Все прошло отлично, пользоваться комфортно.
540;Скорость приятно удивила Операция завершилась с первого раза.
541;Программа удобная, но подтверждение на мелких суммах лишнее. Из-за этого впечатление смешанное.
542;Алгоритм подтверждения выглядит странно. Приходится ждать и повторять попытку.
543;Код приходит с задержкой. Иногда после этого вообще отменяю платёж.
544;Никаких проблем не заметил, всё быстро и понятно...
545;Скорость приятно удивила Все прошло без проблем.
546;Алгоритм подтверждения выглядит странно. Приходится ждать и повторять попытку.
547;Не ожидал, что всё будет так быстро Даже не успел начать переживать.
548;Программа удобная, но в редкие моменты всё зависает. Тогда пользоваться станет намного приятнее.
549;Код приходит с задержкой. Иногда после этого вообще отменяю платёж.
550;Работает стабильно, интерфейс удобный.
551;После обращения проблему закрыли в тот же день. Объяснили спокойно и понятно.
552;Уведомления приходят даже когда не нужно. Иногда кажется, что их больше, чем пользы.
553;Пушей стало слишком много. Хотелось бы самому настроить частоту...
554;С мелкими суммами проверяет строжне, чем с крупными. Такой сценарий только раздражает.
555;С мелкими суммами проверяет строжне, чем с крупными. Иногда после этого вообще отменяю платёж.
556;Очень быстро обработали платёж Даже не успел начать переживать.
557;ничего особенного, но пользоваться можно, пока претензий нет.
558;проверка занимает лишнее время. приходится ждать и повторять попытку.
559;Устал от ваших сообщений. Иногда кажется, что их больше, чем пользы.
560;Слишком долгое подтверждение операции. Приходится ждать и повторять попытку.
561;Алгоритм подтверждения выглядит странно. Приходится ждать и повторять попытку...
562;Заблокировали платёж по ЪР как будто без причины.
563;Заблокировали перевод в другой банк как будто без причины.
564;Заблокировали платёж по ЪР в конце рабочего дня.
565;он мне не мешает, если ничего не менять.
566;очень удобно, всё быстро и понятно.
567;Все этапы проверки видны и не вызывают вопросов. Никакого дискомфорта не вызывает.
568;Для меня было неожиданно быстро Все прошло без проблем.
569;После обращения проблему закрыли в тот же день. Вопрос решили без лишних переводов.
570;Все прошло отлично, пользоваться комфортно.
571;Программа удобная, но бывают странные остановки операций. Тогда пользоваться станет намного приятнее.
572;Заблокировали пополнение карты когда спешил.
573;работает как работает, пока претензий нет...
574;Пушей стало слишком много. Из-за этого хочется отключить пуши совсем.
575;Заблокировали автоплатёж в конце рабочего дня.
576;Сотрудники всё вежливо объяснили. Объяснили спокойно и понятно...
577;Идея отличная, но подтверждение на мелких суммах лишнее. Из-за этого впечатление смешанное.
578;Никаких проблем не заметил, пользоваться комфортно.
579;В целом сервис хороший, но подтверждение на мелких суммах лишнее. Пока это главный минус.
580;Все этапы проверки видны и не вызывают вопросов. Никакого дискомфорта не вызывает.
581;В личном кабинете слишком много шагов поэтому осталось недоумение...
582;Проверка понятная и быстрая. Баланс между удобством и безопасностью хороший.
583;Устал от ваших сообщений. Часть из них для меня бесполезна.
584;Все этапы проверки видны и не вызывают вопросов. Чувствую себя спокойнее.
585;В целом сервис хороший, но бывают странные остановки операций. Если это поправить, будет отлично.
586;Заблокировали перевод между своими счетами в самый неподходящий момент.
587;с мелкими суммами проверяет строжне, чем с крупными. приходится ждать и повторять попытку.
588;Думал операция займёт много времени, но прошла мгновенно Такой скорости я не ожидал.
589;Очень быстро обработали платёж Операция завершилась с первого раза.
590;отлично
591;чувствуется забота о клиенте. объяснили спокойно и понятно.
592;Проверка занимает лишнее время. Приходится ждать и повторять попытку.
593;Сработало быстрее, чем обычно Операция завершилась с первого раза.
594;Спасибо сотрудникам за помощь. Осталось хорошее впечатление.
595;Пользоваться в целом удобно, но уведомлений многовато. Пока это главный минус.
596;Проверка понятная и быстрая. Так и должно работать.
597;Заблокировали оплату подписки на ровном месте.
598;Для меня было неожиданно быстро Все прошло без проблем.
599;Все хорошо работает, всё с первого раза...
600;Сообщения приходят слишком часто. Хотелось бы самому настроить частоту...
601;Код приходит с задержкой. Из-за этого теряется время.
602;так себе
603;Заблокировали платёж по ЪР без объяснения причины.
604;Все этапы проверки видны и не вызывают вопросов. Никакого дискомфорта не вызывает.
605;Подтверждение пришло почти сразу Операция завершилась с первого раза.
606;обычный сервис.
607;Заблокировали оплату коммуналки когда спешил.
608;Заблокировали оплату Мегафон по лицевому счету как будто без причины.
609;Сообщения приходят слишком часто. Особенно вечером это утомляет.
610;Программа удобная, но иногда блокировки вообще нелогичные. Тогда пользоваться станет намного приятнее.
611;Никаких проблем не заметил, всё с первого раза.
612;обычный сервис, если ничего не менять.
613;Заблокировали оплату коммуналки при обычной сумме.
614;Помогли быстро решить вопрос. Объяснили спокойно и понятно.
615;Спасибо большое сотрудникам Сбербанка. Объяснили спокойно и понятно.
616;Работает стабильно, для меня это большой плюс.
617;Заблокировали оплату подписки в конце рабочего дня.
618;Алгоритм подтверждения выглядит странно. Приходится ждать и повторять попытку.
619;Программа удобная, но алгоритм проверки хотелось бы понятнее. Пока это главный минус.
620;Очень удобно, поддержка отвечает быстро.
621;Процесс подтверждения всегда своевременный и прозрачный. Никакого дискомфорта не вызывает.
622;Слишком долгое подтверждение операции. Хотелось бы меньше лишних шагов.
623;Хорошая программа, подтверждение приходит вовремя.
624;Скорость радует, но в редкие моменты всё зависает. Тогда пользоваться станет намного приятнее.
625;В целом сервис хороший, но в редкие моменты всё зависает. Остальное меня устраивает.
626;Заблокировали операцию оплаты при обычной сумме.
627;Все этапы проверки видны и не вызывают вопросов. Так и должно работать.
628;Постоянные сообщения мешают. Иногда кажется, что их больше, чем пользы...
629;пользуюсь без восторга, но и без проблем, если ничего не менять.
630;Заблокировали платёж по ЪР на ровном месте.
631;Сервис порадовал, интерфейс удобный.
632;Очень быстро обработали платёж Операция завершилась с первого раза.
633;Очень быстро обработали платёж Все прошло без проблем.
634;Проверка понятная и быстрая. Баланс между удобством и безопасностью хороший.
635;Никаких проблем не заметил, операции проходят без задержек.
636;Проверка понятная и быстрая. Баланс между удобством и безопасностью хороший.
637;Спасибо большое сотрудникам Сбербанка. Вопрос решили без лишних переводов.
638;в целом нормально
639;Все хорошо работает, операции проходят без задержек.
640;Очень удобно, операции проходят без задержек.
641;Код приходит с задержкой. Такой сценарий только раздражает.
642;Очень быстро обработали платёж Операция завершилась с первого раза.
643;Проверка понятная и быстрая. Баланс между удобством и безопасностью хороший.
644;ничего особенного, но пользоваться можно, если ничего не менять.
645;Заблокировали оплату коммуналки в самый неподходящий момент.
646;Устал от ваших сообщений. Часть из них для меня бесполезна.
647;Скорость радует, но подтверждение на мелких суммах лишнее. Если это поправить, будет отлично.
648;Поддержка нормальная, но иногда блокировки вообще нелогичные. Если это поправить, будет отлично.
649;После обращения проблему закрыли в тот же день. Объяснили спокойно и понятно.
650;С мелкими суммами проверяет строжне, чем с крупными. Иногда после этого вообще отменяю платёж.
651;Проверка срабатывает там, где это не нужно. Иногда после этого вообще отменяю платёж.
652;Сотрудники всё вежливо объяснили. Вопрос решили без лишних переводов.
653;работает как работает, пока претензий нет.
654;Процесс понятный, подтверждение приходит вовремя.
655;Заблокировали операцию оплаты в самый неподходящий момент.
656;Поддержка сработала оперативно. Осталось хорошее впечатление.
657;Код приходит с задержкой. Такой сценарий только раздражает.
658;Заблокировали оплату мобильной связи как будто без причины.
659;Постоянно просит лишнее подтверждение. Приходится ждать и повторять попытку.
660;Заблокировали оплату Мегафон по лицевому счету как будто без причины.
661;Алгоритм подтверждения выглядит странно. Из-за этого теряется время.
662;заблокировали оплату коммуналки на ровном месте.
663;Лишние уведомления только раздражают. Из-за этого хочется отключить пуши совсем.
664;Проверка понятная и быстрая. Баланс между удобством и безопасностью хороший.
665;Пушей стало слишком много. Из-за этого хочется отключить пуши совсем.
666;Пользоваться в целом удобно, но в редкие моменты всё зависает. Если это поправить, будет отлично.
667;Поддержка нормальная, но алгоритм проверки хотелось бы понятнее. Если это поправить, будет отлично.
668;Проверка срабатывает там, где это не нужно. Приходится ждать и повторять попытку.
669;Все хорошо работает, поддержка отвечает быстро.
670;Заблокировали оплату коммуналки даже без предупреждения.
671;Заблокировали платёж по ЪР хотя раньше всё проходило.
672;программа удобная, но алгоритм проверки хотелось бы понятнее. пока это главный минус.
673;Подтверждение иногда зависает. Хотелось бы меньше лишних шагов.
674;пушей стало слишком много. иногда кажется, что их больше, чем пользы.
675;Для меня было неожиданно быстро Все прошло без проблем.
676;Очень удобно, интерфейс удобный.
677;Никаких проблем не заметил, подтверждение приходит вовремя.
678;Все этапы проверки видны и не вызывают вопросов. Никакого дискомфорта не вызывает.
679;Все этапы проверки видны и не вызывают вопросов. Баланс между удобством и безопасностью хороший.
680;Сработало быстрее, чем обычно Все прошло без проблем.
681;Все хорошо работает, для меня это большой плюс.
682;нормально...
683;Сообщения приходят слишком часто. Из-за этого хочется отключить пуши совсем.
684;Заблокировали снятие наличных в самый неподходящий момент.
685;Все этапы проверки видны и не вызывают вопросов. Чувствую себя спокойнее.
686;В личном кабинете слишком много шагов так что впечатление положительное.
687;Заблокировали платёж по ЪР хотя раньше всё проходило...
688;Проверка понятная и быстрая. Баланс между удобством и безопасностью хороший.
689;В сервисе всё прозрачно так что впечатление положительное.
690;все прошло отлично, операции проходят без задержек.
691;Скорость приятно удивила Операция завершилась с первого раза.
692;ужас
693;Подтверждение операций устроено логично. Так и должно работать.
694;Подтверждение операций устроено логично. Чувствую себя спокойнее.
695;Проверка срабатывает там, где это не нужно. Такой сценарий только раздражает.
696;Чувствуется забота о клиенте. Вопрос решили без лишних переводов.
697;Помогли быстро решить вопрос. Редко встречаю такой сервис.
698;Заблокировали перевод в другой банк хотя операция стандартная.
699;Приятно удивлён, лишних действий нет.
700;в целом нормально.
701;Очень понравилось, лишних действий нет.
702;Код приходит с задержкой. Из-за этого теряется время.
703;Процесс понятный, всё быстро и понятно.
704;Нравится, что безопасность не мешает пользоваться сервисом. Чувствую себя спокойнее.
705;Алгоритм подтверждения выглядит странно. Приходится ждать и повторять попытку.
706;Все прошло буквально за секунды Такой скорости я не ожидал.
707;Приятно удивлён, подтверждение приходит вовремя.
708;Заблокировали оплату коммуналки даже без предупреждения.
709;Думал операция займёт много времени, но прошла мгновенно Даже не успел начать переживать.
710;он мне не мешает, если ничего не менять...
711;Сработало быстрее, чем обычно Операция завершилась с первого раза.
712;Скорость приятно удивила Даже не успел начать переживать.
713;заблокировали оплату подписки без объяснения причины.
714;Программа удобная, но иногда блокировки вообще нелогичные. Пока это главный минус.
715;Очень понравилось, для меня это большой плюс.
716;Проверка срабатывает там, где это не нужно. Такой сценарий только раздражает.
717;Скорость приятно удивила Все прошло без проблем.
718;Слишком много уведомлений. Из-за этого хочется отключить пуши совсем.
719;Заблокировали перевод в другой банк без объяснения причины.
720;Процесс подтверждения всегда своевременный и прозрачный. Так и должно работать.
721;Никаких проблем не заметил, пользоваться комфортно.
722;Заблокировали перевод в другой банк когда спешил.
723;Поддержка сработала оперативно. Осталось хорошее впечатление.
724;обычный сервис, пока претензий нет...
725;Проверка понятная и быстрая. Так и должно работать.
726;Постоянно просит лишнее подтверждение. Хотелось бы меньше лишних шагов.
727;Постоянные сообщения мешают. Иногда кажется, что их больше, чем пользы.
728;Чувствуется забота о клиенте. Редко встречаю такой сервис.
729;Все этапы проверки видны и не вызывают вопросов. Баланс между удобством и безопасностью хороший.
730;Заблокировали перевод на карту в конце рабочего дня.
731;Пушей стало слишком много. Из-за этого хочется отключить пуши совсем.
732;Заблокировали перевод в другой банк хотя сумма была небольшой.
733;Сотрудники всё вежливо объяснили. Объяснили спокойно и понятно.
734;Лишние уведомления только раздражают. Особенно вечером это утомляет...
735;Очень быстро обработали платёж Такой скорости я не ожидал.
736;Заблокировали платёж по ЪР в самый неподходящий момент.
737;Скорость приятно удивила Даже не успел начать переживать.
738;в целом нормально, если ничего не менять...
739;С мелкими суммами проверяет строжне, чем с крупными. Такой сценарий только раздражает.
740;После обращения проблему закрыли в тот же день. Вопрос решили без лишних переводов.
741;Заблокировали оплату Мегафон по лицевому счету хотя сумма была небольшой.
742;Программа удобная, но иногда блокировки вообще нелогичные. Тогда пользоваться станет намного приятнее.
743;Нравится, что безопасность не мешает пользоваться сервисом. Чувствую себя спокойнее.
744;Спасибо сотрудникам за помощь. Объяснили спокойно и понятно.
745;Устал от ваших сообщений. Иногда кажется, что их больше, чем пользы.
746;Подтверждение операций устроено логично. Чувствую себя спокойнее...
747;Подтверждение операций устроено логично. Так и должно работать.
748;Слишком много уведомлений. Из-за этого хочется отключить пуши совсем.
749;Помогли быстро решить вопрос. Объяснили спокойно и понятно.
750;Слишком долгое подтверждение операции. Хотелось бы меньше лишних шагов.
751;Заблокировали автоплатёж в самый неподходящий момент.
752;Слишком много уведомлений. Часть из них для меня бесполезна.
753;Лишние уведомления только раздражают. Из-за этого хочется отключить пуши совсем.
754;Код приходит с задержкой. Такой сценарий только раздражает.
755;Заблокировали платёж за интернет даже без предупреждения.
756;обычный сервис, пока претензий нет.
757;Проверка понятная и быстрая. Никакого дискомфорта не вызывает.
758;Думал операция займёт много времени, но прошла мгновенно Даже не успел начать переживать...
759;все прошло буквально за секунды такой скорости я не ожидал.
760;Подтверждение иногда зависает. Иногда после этого вообще отменяю платёж.
761;Программа удобная, но иногда блокировки вообще нелогичные. Если это поправить, будет отлично...
762;программа удобная, но иногда блокировки вообще нелогичные. если это поправить, будет отлично.
763;Подтверждение пришло почти сразу Все прошло без проблем.
764;Все хорошо работает, операции проходят без задержек.
765;После обращения проблему закрыли в тот же день. Объяснили спокойно и понятно.
766;Слишком долгое подтверждение операции. Приходится ждать и повторять попытку.
767;Хорошая программа, всё быстро и понятно.
768;Заблокировали платёж по ЪР даже без предупреждения.
769;Слишком много уведомлений. Особенно вечером это утомляет...
770;Все хорошо работает, всё прозрачно.
771;Для меня было неожиданно быстро Все прошло без проблем.
772;Думал операция займёт много времени, но прошла мгновенно Даже не успел начать переживать.
773;ничего особенного, но пользоваться можно, пока претензий нет.
774;Подтверждение иногда зависает. Приходится ждать и повторять попытку.
775;Скорость приятно удивила Все прошло без проблем...
776;Проверка срабатывает там, где это не нужно. Из-за этого теряется время...
777;Сообщения приходят слишком часто. Иногда кажется, что их больше, чем пользы.
778;Постоянно просит лишнее подтверждение. Такой сценарий только раздражает.
779;Заблокировали оплату подписки хотя операция стандартная.
780;Заблокировали перевод по номеру телефона хотя сумма была небольшой.
781;Процесс понятный, всё с первого раза.
782;Чувствуется забота о клиенте. Объяснили спокойно и понятно.
783;Все прошло отлично, операции проходят без задержек.
784;Очень быстро обработали платёж Даже не успел начать переживать.
785;Все прошло буквально за секунды Такой скорости я не ожидал.
786;Не ожидал, что всё будет так быстро Операция завершилась с первого раза.
787;Для меня было неожиданно быстро Даже не успел начать переживать.
788;Сообщения приходят слишком часто. Хотелось бы самому настроить частоту.
789;Уведомления приходят даже когда не нужно. Из-за этого хочется отключить пуши совсем.
790;Процесс понятный, всё с первого раза.
791;все прошло буквально за секунды все прошло без проблем.
792;Хорошая программа, пользоваться комфортно.
793;Все хорошо работает, пользоваться комфортно.
794;Уведомления приходят даже когда не нужно. Часть из них для меня бесполезна.
795;Заблокировали оплату подписки и никто не пояснил почему.
796;Процесс понятный, всё быстро и понятно.
797;Помогли быстро решить вопрос. Вопрос решили без лишних переводов.
798;работает как работает, если ничего не менять.
799;Никаких проблем не заметил, всё с первого раза.
800;После обращения проблему закрыли в тот же день. Редко встречаю такой сервис.
801;обычный сервис, пока претензий нет.
802;Нравится, что безопасность не мешает пользоваться сервисом. Чувствую себя спокойнее.
803;Заблокировали снятие наличных когда спешил.
804;Процесс понятный, интерфейс удобный.
805;Чувствуется забота о клиенте. Вопрос решили без лишних переводов.
806;Устал от ваших сообщений. Из-за этого хочется отключить пуши совсем...
807;работает как работает
808;Спасибо большое сотрудникам Сбербанка. Объяснили спокойно и понятно.
809;Чувствуется забота о клиенте. Осталось хорошее впечатление.
810;Заблокировали перевод между своими счетами хотя раньше всё проходило.
811;Заблокировали перевод между своими счетами хотя раньше всё проходило.
812;В личном кабинете слишком много шагов и это приятно.
813;Слишком долгое подтверждение операции. Приходится ждать и повторять попытку.
814;Заблокировали платёж по ЪР когда спешил.
815;Заблокировали операцию оплаты хотя операция стандартная.
816;Очень быстро обработали платёж Все прошло без проблем.
817;Очень понравилось, интерфейс удобный.
818;Для меня было неожиданно быстро Такой скорости я не ожидал.
819;подтверждение операций устроено логично. чувствую себя спокойнее.
820;Сообщения приходят слишком часто. Хотелось бы самому настроить частоту...
821;Сработало быстрее, чем обычно Такой скорости я не ожидал.
822;пока без особых эмоций
823;Нравится, что безопасность не мешает пользоваться сервисом. Чувствую себя спокойнее.
824;Процесс подтверждения всегда своевременный и прозрачный. Баланс между удобством и безопасностью хороший.
825;Сервис порадовал, подтверждение приходит вовремя.
826;Очень удобно, всё прозрачно.
827;кошмар
828;он мне не мешает
829;Поддержка сработала оперативно. Осталось хорошее впечатление.
830;Проверка занимает лишнее время. Такой сценарий только раздражает.
831;Постоянно просит лишнее подтверждение. Хотелось бы меньше лишних шагов.
832;Подтверждение иногда зависает. Из-за этого теряется время.
833;Заблокировали платёж за интернет в конце рабочего дня.
834;Заблокировали платёж за интернет даже без предупреждения.
835;Очень понравилось, всё быстро и понятно.
836;Проверка срабатывает там, где это не нужно. Из-за этого теряется время.
837;Программа удобная, но подтверждение на мелких суммах лишнее. Из-за этого впечатление смешанное.
838;Программа удобная, но в редкие моменты всё зависает. Остальное меня устраивает.
839;Слишком долгое подтверждение операции. Такой сценарий только раздражает.
840;Спасибо сотрудникам за помощь. Редко встречаю такой сервис.
841;Устал от ваших сообщений. Из-за этого хочется отключить пуши совсем.
842;Слишком долгое подтверждение операции. Приходится ждать и повторять попытку.
843;Спасибо большое сотрудникам Сбербанка. Объяснили спокойно и понятно.
844;Слишком долгое подтверждение операции. Приходится ждать и повторять попытку.
845;Проверка срабатывает там, где это не нужно. Приходится ждать и повторять попытку.
846;Уведомления приходят даже когда не нужно. Особенно вечером это утомляет.
847;спасибо большое сотрудникам сбербанка. редко встречаю такой сервис.
848;Очень быстро обработали платёж Операция завершилась с первого раза.
849;Все этапы проверки видны и не вызывают вопросов. Так и должно работать.
850;Постоянно просит лишнее подтверждение. Иногда после этого вообще отменяю платёж...
851;Заблокировали платёж за интернет в конце рабочего дня.
852;Приятно удивлён, интерфейс удобный.
853;Лишние уведомления только раздражают. Часть из них для меня бесполезна.
854;Никаких проблем не заметил, подтверждение приходит вовремя...
855;Заблокировали перевод на карту при обычной сумме.
856;Процесс подтверждения всегда своевременный и прозрачный. Никакого дискомфорта не вызывает.
857;Программа удобная, но бывают странные остановки операций. Пока это главный минус.
858;Нравится, что безопасность не мешает пользоваться сервисом. Баланс между удобством и безопасностью хороший.
859;Хорошая программа, подтверждение приходит вовремя.
860;Проверка понятная и быстрая. Так и должно работать.
861;Слишком долгое подтверждение операции. Такой сценарий только раздражает.
862;Спасибо большое сотрудникам Сбербанка. Осталось хорошее впечатление...
863;все хорошо работает, поддержка отвечает быстро.
864;заблокировали платёж за интернет и никто не пояснил почему...
865;Хорошая программа, для меня это большой плюс.
866;Устал от ваших сообщений. Иногда кажется, что их больше, чем пользы.
867;Программа удобная, но алгоритм проверки хотелось бы понятнее. Из-за этого впечатление смешанное.
868;Поддержка нормальная, но иногда блокировки вообще нелогичные. Тогда пользоваться станет намного приятнее.
869;Очень быстро обработали платёж Даже не успел начать переживать.
870;Скорость приятно удивила Все прошло без проблем...
871;Работает стабильно, операции проходят без задержек...
872;В целом сервис хороший, но в редкие моменты всё зависает. Если это поправить, будет отлично.
873;не ожидал, что всё будет так быстро даже не успел начать переживать.
874;Поддержка сработала оперативно. Редко встречаю такой сервис.
875;Поддержка сработала оперативно. Редко встречаю такой сервис.
876;Уведомления приходят даже когда не нужно. Хотелось бы самому настроить частоту.
877;Работает стабильно, всё быстро и понятно.
878;Подтверждение операций устроено логично. Чувствую себя спокойнее...
879;Алгоритм подтверждения выглядит странно. Из-за этого теряется время.
880;Сработало быстрее, чем обычно Даже не успел начать переживать.
881;Заблокировали оплату Мегафон по лицевому счету хотя операция стандартная.
882;Все этапы проверки видны и не вызывают вопросов. Баланс между удобством и безопасностью хороший.
883;Работает стабильно, подтверждение приходит вовремя.
884;Уведомления приходят даже когда не нужно. Часть из них для меня бесполезна...
885;Все этапы проверки видны и не вызывают вопросов. Никакого дискомфорта не вызывает.
886;Для меня было неожиданно быстро Операция завершилась с первого раза.
887;Пользоваться в целом удобно, но в редкие моменты всё зависает. Остальное меня устраивает.
888;Подтверждение иногда зависает. Иногда после этого вообще отменяю платёж.
889;отлично
890;Все прошло отлично, поддержка отвечает быстро.
891;Код приходит с задержкой. Иногда после этого вообще отменяю платёж.
892;Проверка занимает лишнее время. Приходится ждать и повторять попытку.
893;спасибо большое сотрудникам сбербанка. объяснили спокойно и понятно.
894;С мелкими суммами проверяет строжне, чем с крупными. Приходится ждать и повторять попытку.
895;Очень быстро обработали платёж Операция завершилась с первого раза.
896;неплохо
897;Сервис порадовал, операции проходят без задержек.
898;Все этапы проверки видны и не вызывают вопросов. Баланс между удобством и безопасностью хороший.
899;работает как работает, пока претензий нет.
900;он мне не мешает, если ничего не менять.
901;Заблокировали перевод в другой банк в конце рабочего дня.
902;Спасибо сотрудникам за помощь. Объяснили спокойно и понятно.
903;Поддержка сработала оперативно. Осталось хорошее впечатление.
904;Все этапы проверки видны и не вызывают вопросов. Баланс между удобством и безопасностью хороший.
905;Заблокировали перевод в другой банк в конце рабочего дня.
906;Поддержка нормальная, но иногда блокировки вообще нелогичные. Остальное меня устраивает.
907;Заблокировали пополнение карты при обычной сумме.
908;Для меня было неожиданно быстро Операция завершилась с первого раза.
909;нормально.
910;Пользоваться в целом удобно, но в редкие моменты всё зависает. Тогда пользоваться станет намного приятнее.
911;Код приходит с задержкой. Хотелось бы меньше лишних шагов.
912;Заблокировали пополнение карты в самый неподходящий момент.
913;он мне не мешает
914;В целом сервис хороший, но алгоритм проверки хотелось бы понятнее. Остальное меня устраивает.
915;Подтверждение иногда зависает. Иногда после этого вообще отменяю платёж.
916;Алгоритм подтверждения выглядит странно. Хотелось бы меньше лишних шагов.
917;Проверка занимает лишнее время. Такой сценарий только раздражает.
918;Хорошая программа, лишних действий нет...
919;Сотрудники всё вежливо объяснили. Объяснили спокойно и понятно.
920;Скорость приятно удивила Все прошло без проблем.
921;Подтверждение иногда зависает. Приходится ждать и повторять попытку.
922;Все хорошо работает, лишних действий нет.
923;В целом сервис хороший, но в редкие моменты всё зависает. Из-за этого впечатление смешанное.
924;Заблокировали перевод на карту когда спешил.
925;Слишком много уведомлений. Часть из них для меня бесполезна...
926;В сервисе всё прозрачно так что впечатление положительное.
927;Работает стабильно, поддержка отвечает быстро.
928;Подтверждение иногда зависает. Иногда после этого вообще отменяю платёж.
929;Программа удобная, но алгоритм проверки хотелось бы понятнее. Тогда пользоваться станет намного приятнее.
930;пользуюсь без восторга, но и без проблем
931;С мелкими суммами проверяет строжне, чем с крупными. Хотелось бы меньше лишних шагов.
932;Проверка понятная и быстрая. Никакого дискомфорта не вызывает...
933;Все прошло буквально за секунды Даже не успел начать переживать.
934;Процесс подтверждения всегда своевременный и прозрачный. Баланс между удобством и безопасностью хороший.
935;работает как работает...
936;Поддержка нормальная, но алгоритм проверки хотелось бы понятнее. Остальное меня устраивает.
937;ничего особенного, но пользоваться можно...
938;Заблокировали покупку в интернет-магазине в самый неподходящий момент.
939;Идея отличная, но уведомлений многовато. Тогда пользоваться станет намного приятнее...
940;Подтверждение пришло почти сразу Такой скорости я не ожидал.
941;работает как работает.
942;Код приходит с задержкой. Приходится ждать и повторять попытку.
943;Сотрудники всё вежливо объяснили. Редко встречаю такой сервис.
944;Очень быстро обработали платёж Все прошло без проблем.
945;Пользоваться в целом удобно, но алгоритм проверки хотелось бы понятнее. Из-за этого впечатление смешанное.
946;Заблокировали перевод на карту без объяснения причины.
947;Подтверждение операций устроено логично. Баланс между удобством и безопасностью хороший.
948;Все этапы проверки видны и не вызывают вопросов. Так и должно работать.
949;Все хорошо работает, всё быстро и понятно.
950;Сработало быстрее, чем обычно Такой скорости я не ожидал.
951;Заблокировали перевод по номеру телефона и никто не пояснил почему.
952;Все этапы проверки видны и не вызывают вопросов. Никакого дискомфорта не вызывает.
953;Сотрудники всё вежливо объяснили. Вопрос решили без лишних переводов.
954;Подтверждение иногда зависает. Из-за этого теряется время.
955;Все этапы проверки видны и не вызывают вопросов. Чувствую себя спокойнее.
956;пока без особых эмоций, пока претензий нет.
957;Все этапы проверки видны и не вызывают вопросов. Баланс между удобством и безопасностью хороший.
958;Подтверждение операций устроено логично. Так и должно работать.
959;Спасибо сотрудникам за помощь. Редко встречаю такой сервис...
960;Работает стабильно, пользоваться комфортно.
